BarcodeID,SpeciesID,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20
D00549,CHIL,0,6,18,20,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00549,GAMM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00549,NZMS,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00549,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00550,CHIL,0,3,28,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00550,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00550,NZMS,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00550,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00551,CHIL,0,7,13,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00551,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00551,NZMS,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00551,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00552,CHIL,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00552,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00552,NZMS,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00552,SIML,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00553,CHIL,0,8,20,18,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00553,GAMM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00553,NZMS,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00553,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00735,CHIL,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00735,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00735,NZMS,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00735,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00736,CHIL,0,0,8,3,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00736,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00736,NZMS,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00736,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00737,CHIL,0,3,5,23,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00737,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00737,NZMS,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00737,SIML,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00738,CHIL,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00738,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00738,NZMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00738,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00739,CHIL,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00739,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00739,NZMS,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00739,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00740,CHIL,0,39,146,118,79,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00740,GAMM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00740,NZMS,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00740,SIML,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00741,CHIL,0,26,104,81,37,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00741,GAMM,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00741,NZMS,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00741,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00742,CHIL,0,13,73,68,34,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00742,GAMM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00742,NZMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00742,SIML,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00743,CHIL,0,21,52,40,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00743,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00743,NZMS,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00743,SIML,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00744,CHIL,0,46,65,144,91,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00744,GAMM,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00744,NZMS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00744,SIML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00769,CHIL,0,7,94,101,58,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00769,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00769,NZMS,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00769,SIML,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00771,CHIL,0,18,97,52,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00771,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00771,NZMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00771,SIML,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00924,CHIL,0,13,52,40,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00924,GAMM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00924,NZMS,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00924,SIML,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00925,CHIL,4,90,278,204,110,29,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
D00925,GAMM,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00925,NZMS,154,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00925,SIML,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00926,CHIL,0,36,234,377,270,162,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00926,GAMM,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00926,NZMS,31,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00926,SIML,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00927,CHIL,0,63,465,402,275,42,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
D00927,GAMM,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00927,NZMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00927,SIML,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00928,CHIL,0,16,180,442,229,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00928,GAMM,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00928,NZMS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00928,SIML,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00937,CHIL,0,16,417,642,353,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00937,GAMM,0,5,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00937,NZMS,205,10,72,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00937,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00938,CHIL,0,0,126,442,347,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00938,GAMM,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00938,NZMS,137,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00938,SIML,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00939,CHIL,0,6,122,190,178,43,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
D00939,GAMM,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00939,NZMS,54,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00939,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00940,CHIL,0,20,121,129,105,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00940,GAMM,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00940,NZMS,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00940,SIML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00941,CHIL,0,0,23,138,183,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00941,GAMM,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00941,NZMS,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00941,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00948,CHIL,0,0,7,29,35,15,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
D00948,GAMM,0,47,140,132,125,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00948,NZMS,5299,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00948,SIML,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00949,CHIL,0,10,20,29,68,78,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0
D00949,GAMM,0,7,32,43,12,7,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0
D00949,NZMS,459,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00949,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00950,CHIL,0,0,1,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00950,GAMM,0,19,87,102,53,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00950,NZMS,29,258,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00950,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00951,CHIL,0,0,2,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D00951,GAMM,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00951,NZMS,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00951,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00952,CHIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00952,GAMM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00952,NZMS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00952,SIML,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00953,CHIL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00953,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00953,NZMS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00953,SIML,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00954,CHIL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00954,GAMM,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00954,NZMS,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00954,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00955,CHIL,0,1,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00955,GAMM,0,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00955,NZMS,714,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00955,SIML,0,1,9,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00956,CHIL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00956,GAMM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00956,NZMS,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00956,SIML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00957,CHIL,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00957,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00957,NZMS,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00957,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00958,CHIL,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00958,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00958,NZMS,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00958,SIML,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00959,CHIL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00959,GAMM,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00959,NZMS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00959,SIML,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00961,CHIL,0,3,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00961,GAMM,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00961,NZMS,788,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00961,SIML,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00962,CHIL,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00962,GAMM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00962,NZMS,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00962,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00963,CHIL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00963,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00963,NZMS,30,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00963,SIML,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00964,CHIL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00964,GAMM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00964,NZMS,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00964,SIML,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00965,CHIL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00965,GAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00965,NZMS,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00965,SIML,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00984,CHIL,0,3,10,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00984,GAMM,0,11,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00984,NZMS,4792,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00984,SIML,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00985,CHIL,0,0,2,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D00985,GAMM,0,1,7,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00985,NZMS,9,37,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00985,SIML,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00986,CHIL,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00986,GAMM,0,4,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00986,NZMS,6,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00986,SIML,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00987,CHIL,0,1,1,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D00987,GAMM,0,10,24,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00987,NZMS,56,234,22,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00987,SIML,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00988,CHIL,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00988,GAMM,0,5,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00988,NZMS,2,63,10,14,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00988,SIML,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00990,CHIL,0,1,9,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00990,GAMM,0,7,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00990,NZMS,298,177,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00990,SIML,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00991,CHIL,0,2,13,23,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00991,GAMM,0,16,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00991,NZMS,2282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00991,SIML,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00992,CHIL,0,2,17,20,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D00992,GAMM,0,12,33,35,8,25,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
D00992,NZMS,111,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00992,SIML,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00993,CHIL,0,2,3,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D00993,GAMM,0,2,20,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00993,NZMS,4,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00993,SIML,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00994,CHIL,0,3,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00994,GAMM,0,0,8,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00994,NZMS,1,51,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00994,SIML,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00995,CHIL,0,0,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00995,GAMM,0,5,15,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00995,NZMS,2,76,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00995,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00996,CHIL,0,0,7,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00996,GAMM,0,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00996,NZMS,3,58,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00996,SIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00997,CHIL,0,0,17,25,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00997,GAMM,0,18,28,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00997,NZMS,11868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00997,SIML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00998,CHIL,0,1,0,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00998,GAMM,0,10,27,55,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00998,NZMS,3,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D00998,SIML,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
